gene,drug,action
pharmgkb:PA164783809,pharmgkb:PA126,dbv:inducer
pharmgkb:PA449750,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449211,pharmgkb:PA126,dbv:inducer
pharmgkb:PA449211,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451608,pharmgkb:PA126,dbv:substrate
pharmgkb:PA165958361,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA165958361,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA126,dbv:substrate
pharmgkb:PA164783809,pharmgkb:PA131,dbv:inducer
pharmgkb:PA451201,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449211,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449273,pharmgkb:PA131,dbv:substrate
pharmgkb:PA164764517,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA165958398,pharmgkb:PA83,dbv:inhibitor
pharmgkb:PA450133,pharmgkb:PA28729,dbv:agonist
pharmgkb:PA448531,pharmgkb:PA24357,dbv:inhibitor
pharmgkb:PA450322,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA448531,pharmgkb:PA29629,dbv:inhibitor
pharmgkb:PA450322,pharmgkb:PA36,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA37,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA165958398,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA165958402,pharmgkb:PA26840,dbv:allosteric-modulator
pharmgkb:PA450322,pharmgkb:PA29561,dbv:antagonist
pharmgkb:PA450144,pharmgkb:PA31942,dbv:binder
pharmgkb:PA449686,pharmgkb:PA271,dbv:inhibitor
pharmgkb:PA165958389,pharmgkb:PA28496,dbv:potentiator
pharmgkb:PA165958387,pharmgkb:PA134921784,dbv:agonist
pharmgkb:PA451300,pharmgkb:PA39,dbv:agonist
pharmgkb:PA450322,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA26486,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA35,dbv:antagonist
pharmgkb:PA450798,pharmgkb:PA37301,dbv:agonist
pharmgkb:PA450386,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA27478,dbv:binder
pharmgkb:PA164764582,pharmgkb:PA37095,dbv:inhibitor
pharmgkb:PA165958395,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA165958407,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA450322,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA164778098,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA450322,pharmgkb:PA24597,dbv:antagonist
pharmgkb:PA10246,pharmgkb:PA29550,dbv:agonist
pharmgkb:PA10246,pharmgkb:PA29549,dbv:agonist
pharmgkb:PA449160,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA450386,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA193,dbv:binder
pharmgkb:PA450322,pharmgkb:PA194,dbv:binder
pharmgkb:PA164749019,pharmgkb:PA194,dbv:agonist
pharmgkb:PA165958389,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA450322,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA165958395,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA165958407,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA450322,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958399,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA450322,pharmgkb:PA33,dbv:antagonist
pharmgkb:PA164778098,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA450144,pharmgkb:PA28983,dbv:antagonist
pharmgkb:PA128406980,pharmgkb:PA28983,dbv:antagonist
pharmgkb:PA164748880,pharmgkb:PA26011,dbv:suppressor
pharmgkb:PA449686,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164754912,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164768832,pharmgkb:PA181,dbv:agonist
pharmgkb:PA449686,pharmgkb:PA266,dbv:agonist
pharmgkb:PA449686,pharmgkb:PA242,dbv:antagonist
pharmgkb:PA164749395,pharmgkb:PA57,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA26484,dbv:binder
pharmgkb:PA164749019,pharmgkb:PA36,dbv:other-unknown
pharmgkb:PA164749019,pharmgkb:PA37,dbv:other-unknown
pharmgkb:PA450144,pharmgkb:PA112,dbv:binder
pharmgkb:PA164749019,pharmgkb:PA27480,dbv:agonist
pharmgkb:PA164749019,pharmgkb:PA148,dbv:antagonist
pharmgkb:PA450144,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA448404,pharmgkb:PA190,dbv:inhibitor
pharmgkb:PA450144,pharmgkb:PA111,dbv:binder
pharmgkb:PA450144,pharmgkb:PA26485,dbv:binder
pharmgkb:PA164764517,pharmgkb:PA30864,dbv:inhibitor
pharmgkb:PA164749019,pharmgkb:PA192,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA26486,dbv:binder
pharmgkb:PA164749019,pharmgkb:PA35,dbv:other-unknown
pharmgkb:PA164749019,pharmgkb:PA27478,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA27478,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA27478,dbv:partial-agonist
pharmgkb:PA164749019,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA450144,pharmgkb:PA36302,dbv:antagonist
pharmgkb:PA164749019,pharmgkb:PA29550,dbv:agonist
pharmgkb:PA164749019,pharmgkb:PA29549,dbv:agonist
pharmgkb:PA164749019,pharmgkb:PA193,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA450144,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA450977,pharmgkb:PA28497,dbv:agonist
pharmgkb:PA450133,pharmgkb:PA28497,dbv:agonist
pharmgkb:PA450144,pharmgkb:PA31945,dbv:binder
pharmgkb:PA164749019,pharmgkb:PA27479,dbv:agonist
pharmgkb:PA164749019,pharmgkb:PA29554,dbv:antagonist
pharmgkb:PA450106,pharmgkb:PA25111,dbv:inhibitor
pharmgkb:PA164743057,pharmgkb:PA38453,dbv:antagonist
pharmgkb:PA10236,pharmgkb:PA125,dbv:substrate
pharmgkb:PA164783809,pharmgkb:PA125,dbv:inducer
pharmgkb:PA449750,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA449750,pharmgkb:PA125,dbv:inducer
pharmgkb:PA449211,pharmgkb:PA125,dbv:substrate
pharmgkb:PA451608,pharmgkb:PA125,dbv:substrate
pharmgkb:PA164783809,pharmgkb:PA427,dbv:inducer
pharmgkb:PA449841,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA165958369,pharmgkb:PA31745,dbv:inhibitor
pharmgkb:PA164781399,pharmgkb:PA107,dbv:substrate
pharmgkb:PA165958369,pharmgkb:PA107,dbv:substrate
pharmgkb:PA448714,pharmgkb:PA27097,dbv:substrate
pharmgkb:PA165958369,pharmgkb:PA377,dbv:substrate
pharmgkb:PA164745516,pharmgkb:PA157,dbv:inhibitor
pharmgkb:PA448486,pharmgkb:PA267,dbv:substrate
pharmgkb:PA134711056,pharmgkb:PA267,dbv:substrate
pharmgkb:PA451729,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448964,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448964,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448689,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449001,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449001,pharmgkb:PA267,dbv:inducer
pharmgkb:PA449001,pharmgkb:PA267,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA267,dbv:substrate
pharmgkb:PA450965,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA451333,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450494,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450214,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450214,pharmgkb:PA267,dbv:substrate
pharmgkb:PA449409,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA140222719,pharmgkb:PA26121,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA26121,dbv:substrate
pharmgkb:PA451608,pharmgkb:PA123,dbv:substrate
pharmgkb:PA165958348,pharmgkb:PA420,dbv:substrate
pharmgkb:PA164783809,pharmgkb:PA122,dbv:inducer
pharmgkb:PA451201,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA122,dbv:substrate
pharmgkb:PA451201,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164743145,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164743145,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450774,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA450774,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451608,pharmgkb:PA124,dbv:substrate
pharmgkb:PA165958361,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA124,dbv:substrate
pharmgkb:PA165958369,pharmgkb:PA37188,dbv:substrate
pharmgkb:PA449061,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449812,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450522,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450522,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450488,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449319,pharmgkb:PA130,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA7000,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449814,pharmgkb:PA130,dbv:inducer
pharmgkb:PA449412,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449412,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449138,pharmgkb:PA34913,dbv:antagonist
pharmgkb:PA448515,pharmgkb:PA37404,dbv:substrate
pharmgkb:PA449412,pharmgkb:PA37404,dbv:substrate
pharmgkb:PA165958403,pharmgkb:PA31752,dbv:other
pharmgkb:PA448505,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449812,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450522,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450488,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA450488,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449814,pharmgkb:PA27093,dbv:inducer
pharmgkb:PA164784035,pharmgkb:PA27093,dbv:inducer
pharmgkb:PA449061,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA450488,pharmgkb:PA129,dbv:substrate
pharmgkb:PA449421,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450344,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450632,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450522,pharmgkb:PA126,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164784035,pharmgkb:PA126,dbv:inducer
pharmgkb:PA451257,pharmgkb:PA131,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA131,dbv:substrate
pharmgkb:PA164764551,pharmgkb:PA28006,dbv:inhibitor
pharmgkb:PA448404,pharmgkb:PA125,dbv:substrate
pharmgkb:PA164748880,pharmgkb:PA125,dbv:substrate
pharmgkb:PA450144,pharmgkb:PA125,dbv:substrate
pharmgkb:PA164749019,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450977,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448404,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449710,pharmgkb:PA323,dbv:substrate
pharmgkb:PA448561,pharmgkb:PA323,dbv:substrate
pharmgkb:PA164769059,pharmgkb:PA323,dbv:substrate
pharmgkb:PA450242,pharmgkb:PA323,dbv:substrate
pharmgkb:PA450877,pharmgkb:PA323,dbv:substrate
pharmgkb:PA164776913,pharmgkb:PA323,dbv:substrate
pharmgkb:PA448852,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA448868,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA448334,pharmgkb:PA397,dbv:substrate
pharmgkb:PA448334,pharmgkb:PA395,dbv:inhibitor
pharmgkb:PA449051,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA448861,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA451749,pharmgkb:PA181,dbv:agonist
pharmgkb:PA450620,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA165958356,pharmgkb:PA27091,dbv:inducer
pharmgkb:PA450620,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA448404,pharmgkb:PA27094,dbv:substrate
pharmgkb:PA449586,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA449586,pharmgkb:PA389,dbv:substrate
pharmgkb:PA448852,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA449733,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA448837,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA448334,pharmgkb:PA35840,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA449586,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA10364,pharmgkb:PA331,dbv:substrate
pharmgkb:PA449051,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA329,dbv:substrate
pharmgkb:PA449733,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA451993,pharmgkb:PA378,dbv:activator
pharmgkb:PA449051,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA450546,pharmgkb:PA35845,dbv:substrate
pharmgkb:PA448334,pharmgkb:PA35845,dbv:inhibitor
pharmgkb:PA449686,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA449686,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449686,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449710,pharmgkb:PA35812,dbv:substrate
pharmgkb:PA448561,pharmgkb:PA35812,dbv:substrate
pharmgkb:PA450206,pharmgkb:PA116,dbv:substrate
pharmgkb:PA449051,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA448368,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA448852,pharmgkb:PA38295,dbv:inhibitor
pharmgkb:PA448837,pharmgkb:PA38295,dbv:inhibitor
pharmgkb:PA448049,pharmgkb:PA24503,dbv:substrate
pharmgkb:PA450344,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA450632,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA125,dbv:substrate
pharmgkb:PA450522,pharmgkb:PA125,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA7000,pharmgkb:PA125,dbv:substrate
pharmgkb:PA164784035,pharmgkb:PA125,dbv:inducer
pharmgkb:PA450522,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450522,pharmgkb:PA128,dbv:inducer
pharmgkb:PA450522,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450488,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451728,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA164743987,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA448866,pharmgkb:PA38295,dbv:inhibitor
pharmgkb:PA449001,pharmgkb:PA38295,dbv:inhibitor
pharmgkb:PA451728,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA164743987,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA449001,pharmgkb:PA35848,dbv:inhibitor
pharmgkb:PA449001,pharmgkb:PA35848,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449051,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451249,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA449367,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449367,pharmgkb:PA267,dbv:substrate
pharmgkb:PA146096020,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448780,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA164748302,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA451949,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451949,pharmgkb:PA126,dbv:substrate
pharmgkb:PA10226,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA10226,pharmgkb:PA126,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449051,pharmgkb:PA131,dbv:substrate
pharmgkb:PA448948,pharmgkb:PA131,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA131,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA10226,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA10804,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA122,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA10226,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA124,dbv:substrate
pharmgkb:PA10810,pharmgkb:PA143,dbv:inhibitor
pharmgkb:PA10810,pharmgkb:PA359,dbv:inhibitor
pharmgkb:PA164774947,pharmgkb:PA30432,dbv:other
pharmgkb:PA164746246,pharmgkb:PA62,dbv:inhibitor
pharmgkb:PA450546,pharmgkb:PA46,dbv:other-unknown
pharmgkb:PA449685,pharmgkb:PA57,dbv:antagonist
pharmgkb:PA164746229,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164754880,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164746229,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA164754880,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA449685,pharmgkb:PA24641,dbv:agonist
pharmgkb:PA451241,pharmgkb:PA31801,dbv:inducer
pharmgkb:PA164778866,pharmgkb:PA134892408,dbv:substrate
pharmgkb:PA164778866,pharmgkb:PA35838,dbv:inhibitor
pharmgkb:PA164778866,pharmgkb:PA35838,dbv:substrate
pharmgkb:PA164774947,pharmgkb:PA33405,dbv:inhibitor
pharmgkb:PA164774947,pharmgkb:PA164743728,dbv:antagonist
pharmgkb:PA164774947,pharmgkb:PA164769075,dbv:antagonist
pharmgkb:PA164774947,pharmgkb:PA164776730,dbv:antagonist
pharmgkb:PA164774947,pharmgkb:PA164776757,dbv:antagonist
pharmgkb:PA164774947,pharmgkb:PA33381,dbv:antagonist
pharmgkb:PA164745088,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164746229,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164754880,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA451241,pharmgkb:PA29862,dbv:inhibitor
pharmgkb:PA164745088,pharmgkb:PA20,dbv:inhibitor
pharmgkb:PA10810,pharmgkb:PA25094,dbv:inhibitor
pharmgkb:PA164749284,pharmgkb:PA31945,dbv:partial-agonist
pharmgkb:PA451241,pharmgkb:PA24579,dbv:activator
pharmgkb:PA451241,pharmgkb:PA24579,dbv:substrate
pharmgkb:PA164746489,pharmgkb:PA304,dbv:inhibitor
pharmgkb:PA164745088,pharmgkb:PA26489,dbv:antagonist
pharmgkb:PA164746819,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA164744555,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA164784031,pharmgkb:PA133787052,dbv:inhibitor
pharmgkb:PA154410481,pharmgkb:PA134971947,dbv:antagonist
pharmgkb:PA164742950,pharmgkb:PA35844,dbv:substrate
pharmgkb:PA164778866,pharmgkb:PA35844,dbv:substrate
pharmgkb:PA165958401,pharmgkb:PA35844,dbv:inhibitor
pharmgkb:PA164778866,pharmgkb:PA37815,dbv:inhibitor
pharmgkb:PA164778866,pharmgkb:PA37815,dbv:substrate
pharmgkb:PA450546,pharmgkb:PA38453,dbv:antagonist
pharmgkb:PA164746489,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA164746525,pharmgkb:PA28967,dbv:antagonist
pharmgkb:PA451205,pharmgkb:PA323,dbv:substrate
pharmgkb:PA450453,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA448780,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA164748302,pharmgkb:PA323,dbv:substrate
pharmgkb:PA164746525,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA449367,pharmgkb:PA397,dbv:inhibitor
pharmgkb:PA449367,pharmgkb:PA395,dbv:inhibitor
pharmgkb:PA164777007,pharmgkb:PA28729,dbv:antagonist
pharmgkb:PA164746525,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA450797,pharmgkb:PA237,dbv:inhibitor
pharmgkb:PA164746525,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA114,dbv:antagonist
pharmgkb:PA164745398,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA451527,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA164745372,pharmgkb:PA31942,dbv:antagonist
pharmgkb:PA164744368,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA164745398,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA164744326,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA451527,pharmgkb:PA31943,dbv:other
pharmgkb:PA164745372,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA164744368,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA164746525,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA164746525,pharmgkb:PA164741600,dbv:antagonist
pharmgkb:PA164745307,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA448453,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164752437,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164752437,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449880,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449880,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164747157,pharmgkb:PA130,dbv:inducer
pharmgkb:PA450434,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450106,pharmgkb:PA31259,dbv:inhibitor
pharmgkb:PA164748135,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450434,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA129,dbv:substrate
pharmgkb:PA450106,pharmgkb:PA129,dbv:substrate
pharmgkb:PA450434,pharmgkb:PA129,dbv:substrate
pharmgkb:PA164748933,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA448453,pharmgkb:PA121,dbv:substrate
pharmgkb:PA450434,pharmgkb:PA121,dbv:substrate
pharmgkb:PA164748135,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748135,pharmgkb:PA126,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449880,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449880,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450434,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449412,pharmgkb:PA26121,dbv:substrate
pharmgkb:PA164748135,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449061,pharmgkb:PA166,dbv:substrate
pharmgkb:PA164748135,pharmgkb:PA127,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA127,dbv:substrate
pharmgkb:PA164748135,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164748135,pharmgkb:PA124,dbv:substrate
pharmgkb:PA448453,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA448453,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164752437,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450164,pharmgkb:PA37178,dbv:substrate
pharmgkb:PA451209,pharmgkb:PA125,dbv:substrate
pharmgkb:PA450484,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA10246,pharmgkb:PA125,dbv:substrate
pharmgkb:PA130231310,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451209,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA10246,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449160,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450386,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450322,pharmgkb:PA128,dbv:substrate
pharmgkb:PA130231310,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451209,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA451209,pharmgkb:PA130,dbv:inducer
pharmgkb:PA451209,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450798,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450484,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450484,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10246,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449160,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451627,pharmgkb:PA57,dbv:agonist
pharmgkb:PA450620,pharmgkb:PA26042,dbv:other-unknown
pharmgkb:PA451993,pharmgkb:PA280,dbv:activator
pharmgkb:PA450798,pharmgkb:PA27097,dbv:substrate
pharmgkb:PA451831,pharmgkb:PA35810,dbv:substrate
pharmgkb:PA451209,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA10246,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449160,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450322,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451209,pharmgkb:PA129,dbv:substrate
pharmgkb:PA10246,pharmgkb:PA129,dbv:substrate
pharmgkb:PA451209,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451209,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450484,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450484,pharmgkb:PA126,dbv:substrate
pharmgkb:PA165958395,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA165958395,pharmgkb:PA126,dbv:substrate
pharmgkb:PA130231310,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451300,pharmgkb:PA131,dbv:substrate
pharmgkb:PA165958397,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA10246,pharmgkb:PA236,dbv:substrate
pharmgkb:PA451209,pharmgkb:PA122,dbv:substrate
pharmgkb:PA165958397,pharmgkb:PA122,dbv:inhibitor
